request_id,study_id,provider,model,prompt_id,prompt_group,prompt_text,replicate
storytelling_2:gemini:P02_baseline_no_please:r0080,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,80
storytelling_2:anthropic:P02_baseline_no_please:r0080,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,80
storytelling_2:openai:P02_baseline_no_please:r0080,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,80
storytelling_2:gemini:P07_random_setting_genre:r0080,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,80
storytelling_2:anthropic:P07_random_setting_genre:r0080,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,80
storytelling_2:openai:P07_random_setting_genre:r0080,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,80
storytelling_2:openai:P04_short_variant:r0080,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,80
storytelling_2:anthropic:P04_short_variant:r0080,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,80
storytelling_2:gemini:P04_short_variant:r0080,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,80
storytelling_2:gemini:P06_funny_variant:r0080,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,80
storytelling_2:anthropic:P06_funny_variant:r0080,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,80
storytelling_2:openai:P06_funny_variant:r0080,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,80
storytelling_2:gemini:P01_baseline_exact:r0081,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,81
storytelling_2:openai:P01_baseline_exact:r0081,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,81
storytelling_2:anthropic:P01_baseline_exact:r0081,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,81
storytelling_2:openai:P08_suppression:r0081,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",81
storytelling_2:gemini:P08_suppression:r0081,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",81
storytelling_2:anthropic:P08_suppression:r0081,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",81
storytelling_2:anthropic:P04_short_variant:r0081,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,81
storytelling_2:gemini:P04_short_variant:r0081,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,81
storytelling_2:openai:P04_short_variant:r0081,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,81
storytelling_2:openai:P03_write_variant:r0081,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,81
storytelling_2:anthropic:P03_write_variant:r0081,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,81
storytelling_2:gemini:P03_write_variant:r0081,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,81
storytelling_2:openai:P02_baseline_no_please:r0081,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,81
storytelling_2:gemini:P02_baseline_no_please:r0081,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,81
storytelling_2:anthropic:P02_baseline_no_please:r0081,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,81
storytelling_2:anthropic:P06_funny_variant:r0081,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,81
storytelling_2:gemini:P06_funny_variant:r0081,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,81
storytelling_2:openai:P06_funny_variant:r0081,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,81
storytelling_2:openai:P05_strange_variant:r0081,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,81
storytelling_2:anthropic:P05_strange_variant:r0081,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,81
storytelling_2:gemini:P05_strange_variant:r0081,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,81
storytelling_2:anthropic:P07_random_setting_genre:r0081,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,81
storytelling_2:gemini:P07_random_setting_genre:r0081,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,81
storytelling_2:openai:P07_random_setting_genre:r0081,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,81
storytelling_2:anthropic:P01_baseline_exact:r0082,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,82
storytelling_2:gemini:P01_baseline_exact:r0082,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,82
storytelling_2:openai:P01_baseline_exact:r0082,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,82
storytelling_2:gemini:P06_funny_variant:r0082,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,82
storytelling_2:openai:P06_funny_variant:r0082,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,82
storytelling_2:anthropic:P06_funny_variant:r0082,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,82
storytelling_2:openai:P04_short_variant:r0082,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,82
storytelling_2:gemini:P04_short_variant:r0082,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,82
storytelling_2:anthropic:P04_short_variant:r0082,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,82
storytelling_2:gemini:P03_write_variant:r0082,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,82
storytelling_2:anthropic:P03_write_variant:r0082,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,82
storytelling_2:openai:P03_write_variant:r0082,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,82
storytelling_2:gemini:P08_suppression:r0082,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",82
storytelling_2:openai:P08_suppression:r0082,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",82
storytelling_2:anthropic:P08_suppression:r0082,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",82
storytelling_2:anthropic:P05_strange_variant:r0082,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,82
storytelling_2:openai:P05_strange_variant:r0082,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,82
storytelling_2:gemini:P05_strange_variant:r0082,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,82
storytelling_2:openai:P02_baseline_no_please:r0082,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,82
storytelling_2:gemini:P02_baseline_no_please:r0082,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,82
storytelling_2:anthropic:P02_baseline_no_please:r0082,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,82
storytelling_2:openai:P07_random_setting_genre:r0082,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,82
storytelling_2:anthropic:P07_random_setting_genre:r0082,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,82
storytelling_2:gemini:P07_random_setting_genre:r0082,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,82
storytelling_2:anthropic:P01_baseline_exact:r0083,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,83
storytelling_2:openai:P01_baseline_exact:r0083,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,83
storytelling_2:gemini:P01_baseline_exact:r0083,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,83
storytelling_2:anthropic:P02_baseline_no_please:r0083,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,83
storytelling_2:gemini:P02_baseline_no_please:r0083,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,83
storytelling_2:openai:P02_baseline_no_please:r0083,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,83
storytelling_2:gemini:P03_write_variant:r0083,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,83
storytelling_2:openai:P03_write_variant:r0083,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,83
storytelling_2:anthropic:P03_write_variant:r0083,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,83
storytelling_2:gemini:P04_short_variant:r0083,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,83
storytelling_2:openai:P04_short_variant:r0083,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,83
storytelling_2:anthropic:P04_short_variant:r0083,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,83
storytelling_2:anthropic:P07_random_setting_genre:r0083,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,83
storytelling_2:gemini:P07_random_setting_genre:r0083,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,83
storytelling_2:openai:P07_random_setting_genre:r0083,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,83
storytelling_2:openai:P05_strange_variant:r0083,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,83
storytelling_2:anthropic:P05_strange_variant:r0083,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,83
storytelling_2:gemini:P05_strange_variant:r0083,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,83
storytelling_2:gemini:P08_suppression:r0083,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",83
storytelling_2:openai:P08_suppression:r0083,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",83
storytelling_2:anthropic:P08_suppression:r0083,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",83
storytelling_2:anthropic:P06_funny_variant:r0083,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,83
storytelling_2:openai:P06_funny_variant:r0083,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,83
storytelling_2:gemini:P06_funny_variant:r0083,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,83
storytelling_2:gemini:P01_baseline_exact:r0084,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,84
storytelling_2:openai:P01_baseline_exact:r0084,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,84
storytelling_2:anthropic:P01_baseline_exact:r0084,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,84
storytelling_2:anthropic:P02_baseline_no_please:r0084,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,84
storytelling_2:openai:P02_baseline_no_please:r0084,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,84
storytelling_2:gemini:P02_baseline_no_please:r0084,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,84
storytelling_2:openai:P05_strange_variant:r0084,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,84
storytelling_2:gemini:P05_strange_variant:r0084,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,84
storytelling_2:anthropic:P05_strange_variant:r0084,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,84
storytelling_2:anthropic:P06_funny_variant:r0084,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,84
storytelling_2:gemini:P06_funny_variant:r0084,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,84
storytelling_2:openai:P06_funny_variant:r0084,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,84
storytelling_2:gemini:P04_short_variant:r0084,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,84
storytelling_2:anthropic:P04_short_variant:r0084,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,84
storytelling_2:openai:P04_short_variant:r0084,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,84
storytelling_2:gemini:P03_write_variant:r0084,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,84
storytelling_2:openai:P03_write_variant:r0084,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,84
storytelling_2:anthropic:P03_write_variant:r0084,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,84
storytelling_2:gemini:P07_random_setting_genre:r0084,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,84
storytelling_2:anthropic:P07_random_setting_genre:r0084,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,84
storytelling_2:openai:P07_random_setting_genre:r0084,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,84
storytelling_2:openai:P08_suppression:r0084,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",84
storytelling_2:gemini:P08_suppression:r0084,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",84
storytelling_2:anthropic:P08_suppression:r0084,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",84
storytelling_2:openai:P01_baseline_exact:r0085,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,85
storytelling_2:anthropic:P01_baseline_exact:r0085,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,85
storytelling_2:gemini:P01_baseline_exact:r0085,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,85
storytelling_2:anthropic:P03_write_variant:r0085,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,85
storytelling_2:gemini:P03_write_variant:r0085,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,85
storytelling_2:openai:P03_write_variant:r0085,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,85
storytelling_2:gemini:P02_baseline_no_please:r0085,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,85
storytelling_2:openai:P02_baseline_no_please:r0085,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,85
storytelling_2:anthropic:P02_baseline_no_please:r0085,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,85
storytelling_2:openai:P05_strange_variant:r0085,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,85
storytelling_2:gemini:P05_strange_variant:r0085,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,85
storytelling_2:anthropic:P05_strange_variant:r0085,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,85
storytelling_2:openai:P08_suppression:r0085,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",85
storytelling_2:gemini:P08_suppression:r0085,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",85
storytelling_2:anthropic:P08_suppression:r0085,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",85
storytelling_2:openai:P06_funny_variant:r0085,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,85
storytelling_2:anthropic:P06_funny_variant:r0085,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,85
storytelling_2:gemini:P06_funny_variant:r0085,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,85
storytelling_2:openai:P07_random_setting_genre:r0085,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,85
storytelling_2:anthropic:P07_random_setting_genre:r0085,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,85
storytelling_2:gemini:P07_random_setting_genre:r0085,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,85
storytelling_2:anthropic:P04_short_variant:r0085,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,85
storytelling_2:openai:P04_short_variant:r0085,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,85
storytelling_2:gemini:P04_short_variant:r0085,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,85
storytelling_2:gemini:P01_baseline_exact:r0086,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,86
storytelling_2:anthropic:P01_baseline_exact:r0086,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,86
storytelling_2:openai:P01_baseline_exact:r0086,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,86
storytelling_2:openai:P05_strange_variant:r0086,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,86
storytelling_2:anthropic:P05_strange_variant:r0086,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,86
storytelling_2:gemini:P05_strange_variant:r0086,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,86
storytelling_2:anthropic:P03_write_variant:r0086,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,86
storytelling_2:openai:P03_write_variant:r0086,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,86
storytelling_2:gemini:P03_write_variant:r0086,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,86
storytelling_2:anthropic:P07_random_setting_genre:r0086,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,86
storytelling_2:openai:P07_random_setting_genre:r0086,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,86
storytelling_2:gemini:P07_random_setting_genre:r0086,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,86
storytelling_2:gemini:P04_short_variant:r0086,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,86
storytelling_2:anthropic:P04_short_variant:r0086,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,86
storytelling_2:openai:P04_short_variant:r0086,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,86
storytelling_2:anthropic:P06_funny_variant:r0086,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,86
storytelling_2:openai:P06_funny_variant:r0086,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,86
storytelling_2:gemini:P06_funny_variant:r0086,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,86
storytelling_2:openai:P08_suppression:r0086,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",86
storytelling_2:anthropic:P08_suppression:r0086,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",86
storytelling_2:gemini:P08_suppression:r0086,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",86
storytelling_2:openai:P02_baseline_no_please:r0086,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,86
storytelling_2:gemini:P02_baseline_no_please:r0086,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,86
storytelling_2:anthropic:P02_baseline_no_please:r0086,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,86
storytelling_2:openai:P01_baseline_exact:r0087,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,87
storytelling_2:gemini:P01_baseline_exact:r0087,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,87
storytelling_2:anthropic:P01_baseline_exact:r0087,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,87
storytelling_2:anthropic:P08_suppression:r0087,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",87
storytelling_2:openai:P08_suppression:r0087,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",87
storytelling_2:gemini:P08_suppression:r0087,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",87
storytelling_2:anthropic:P05_strange_variant:r0087,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,87
storytelling_2:openai:P05_strange_variant:r0087,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,87
storytelling_2:gemini:P05_strange_variant:r0087,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,87
storytelling_2:openai:P03_write_variant:r0087,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,87
storytelling_2:anthropic:P03_write_variant:r0087,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,87
storytelling_2:gemini:P03_write_variant:r0087,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,87
storytelling_2:openai:P07_random_setting_genre:r0087,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,87
storytelling_2:gemini:P07_random_setting_genre:r0087,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,87
storytelling_2:anthropic:P07_random_setting_genre:r0087,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,87
storytelling_2:anthropic:P06_funny_variant:r0087,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,87
storytelling_2:openai:P06_funny_variant:r0087,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,87
storytelling_2:gemini:P06_funny_variant:r0087,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,87
storytelling_2:gemini:P04_short_variant:r0087,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,87
storytelling_2:anthropic:P04_short_variant:r0087,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,87
storytelling_2:openai:P04_short_variant:r0087,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,87
storytelling_2:gemini:P02_baseline_no_please:r0087,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,87
storytelling_2:anthropic:P02_baseline_no_please:r0087,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,87
storytelling_2:openai:P02_baseline_no_please:r0087,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,87
storytelling_2:gemini:P01_baseline_exact:r0088,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,88
storytelling_2:openai:P01_baseline_exact:r0088,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,88
